Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-08-16,19:13:59,"""CNR3640863""",Cancelled by Customer,"""CID7470651""",Premier Sedan,Azadpur,Ashok Vihar,8.6,,1.0,AC is not working,,,,,,,,,
2024-02-19,14:46:44,"""CNR9506484""",Completed,"""CID9639470""",Premier Sedan,Mehrauli,Rajouri Garden,4.2,32.9,,,,,,,350.0,36.47,4.5,4.1,UPI
2024-07-22,02:58:35,"""CNR7055092""",No Driver Found,"""CID7061255""",Go Mini,Nirman Vihar,Ambience Mall,,,,,,,,,,,,,
2024-09-09,19:56:35,"""CNR1463403""",Completed,"""CID5470230""",Auto,Hauz Khas,Seelampur,6.4,31.3,,,,,,,286.0,20.89,4.3,4.1,Uber Wallet
2024-02-27,10:22:44,"""CNR9851420""",Completed,"""CID7170729""",Go Mini,New Colony,Sonipat,9.5,36.8,,,,,,,91.0,16.98,4.8,4.1,UPI
2024-01-20,01:36:50,"""CNR3871994""",No Driver Found,"""CID3360351""",Go Sedan,Vaishali,Satguru Ram Singh Marg,,,,,,,,,,,,,
2024-05-22,19:59:16,"""CNR4348893""",Completed,"""CID5435675""",Auto,Mandi House,Barakhamba Road,8.1,39.7,,,,,,,156.0,36.99,4.7,4.6,Credit Card
2024-11-14,11:25:03,"""CNR7132466""",Completed,"""CID7957546""",eBike,Kashmere Gate,Sarai Kale Khan,7.4,41.3,,,,,,,155.0,11.96,4.4,4.3,Debit Card
2024-01-19,15:40:23,"""CNR3810144""",Completed,"""CID8624667""",Premier Sedan,INA Market,Vatika Chowk,5.2,37.2,,,,,,,890.0,41.66,3.9,4.3,UPI
2024-04-05,08:44:57,"""CNR3088183""",Incomplete,"""CID4362448""",Go Mini,INA Market,Sohna Road,9.4,13.6,,,,,1.0,Customer Demand,65.0,10.13,,,Cash
2024-11-04,21:42:17,"""CNR2032452""",Incomplete,"""CID7681946""",Premier Sedan,Narsinghpur,DLF City Court,9.9,15.3,,,,,1.0,Other Issue,470.0,16.83,,,UPI
2024-07-21,21:09:16,"""CNR9844072""",Completed,"""CID5966873""",Uber XL,Welcome,Jahangirpuri,6.6,33.9,,,,,,,1004.0,40.86,3.1,4.7,Uber Wallet
2024-11-13,18:57:47,"""CNR3324744""",Completed,"""CID1213016""",Go Sedan,IGI Airport,DLF City Court,3.9,32.3,,,,,,,412.0,26.44,4.2,4.8,Credit Card
2024-05-12,19:07:10,"""CNR9143038""",Completed,"""CID6186921""",Go Mini,New Delhi Railway Station,Vasant Kunj,8.6,31.1,,,,,,,637.0,4.04,4.1,3.7,Cash
2024-01-31,21:11:02,"""CNR3402828""",Completed,"""CID9963696""",Go Sedan,Mehrauli,Kashmere Gate,5.0,16.3,,,,,,,509.0,36.09,4.3,4.2,Credit Card
2024-07-30,11:51:33,"""CNR9820807""",Cancelled by Driver,"""CID8091610""",Auto,Sarai Kale Khan,Uttam Nagar,6.3,,,,1.0,Customer related issue,,,,,,,
2024-10-11,19:36:46,"""CNR7898809""",Completed,"""CID1455016""",Auto,Nawada,Hauz Rani,3.6,43.9,,,,,,,738.0,5.92,3.5,3.7,Cash
2024-10-25,16:31:33,"""CNR7382126""",Completed,"""CID1418063""",eBike,Vaishali,MG Road,2.2,40.5,,,,,,,444.0,29.65,4.2,4.5,Cash
2024-05-08,13:17:18,"""CNR5411265""",Completed,"""CID2355893""",eBike,New Colony,Mehrauli,5.5,17.9,,,,,,,997.0,46.96,4.1,4.2,UPI
2024-02-27,02:07:28,"""CNR6022906""",No Driver Found,"""CID9243437""",Auto,Indirapuram,Golf Course Road,,,,,,,,,,,,,
2024-09-07,09:21:50,"""CNR5636037""",Completed,"""CID1776249""",Go Sedan,Inderlok,IIT Delhi,10.8,16.0,,,,,,,615.0,16.87,3.7,3.0,UPI
2024-04-10,03:23:13,"""CNR6892454""",Cancelled by Driver,"""CID3020824""",Bike,Pitampura,IMT Manesar,3.3,,,,1.0,Customer related issue,,,,,,,
2024-06-05,22:36:54,"""CNR2912006""",Completed,"""CID1949504""",Go Sedan,Kirti Nagar,Central Secretariat,11.8,17.2,,,,,,,107.0,3.17,4.4,4.7,Debit Card
2024-03-13,23:55:10,"""CNR8052744""",Completed,"""CID7544893""",Go Mini,AIIMS,Shastri Park,14.5,21.4,,,,,,,238.0,7.49,4.9,4.9,UPI
2024-10-28,12:12:31,"""CNR3869879""",Completed,"""CID8408851""",Auto,Hauz Khas,Peeragarhi,4.5,28.3,,,,,,,697.0,34.41,3.2,4.2,Uber Wallet
2024-05-05,16:12:08,"""CNR7132046""",Completed,"""CID2937093""",Premier Sedan,Sohna Road,Rajouri Garden,6.2,29.9,,,,,,,1100.0,15.74,4.9,4.3,UPI
2024-12-06,02:02:19,"""CNR4799136""",Completed,"""CID6692584""",Auto,Chandni Chowk,Chhatarpur,8.1,30.0,,,,,,,291.0,46.33,4.2,4.9,UPI
2024-09-20,14:20:27,"""CNR4339105""",Completed,"""CID9617945""",Auto,Gurgaon Sector 56,IIT Delhi,2.8,21.6,,,,,,,259.0,12.87,4.5,4.7,UPI
2024-02-16,15:58:08,"""CNR3098338""",Completed,"""CID3070864""",Go Mini,Paharganj,Netaji Subhash Place,13.2,33.5,,,,,,,120.0,36.19,4.7,4.1,UPI
2024-09-04,22:16:11,"""CNR3991989""",Cancelled by Driver,"""CID5547909""",Auto,Seelampur,India Gate,7.5,,,,1.0,More than permitted people in there,,,,,,,
2024-08-09,15:51:50,"""CNR6456650""",Completed,"""CID6851052""",Premier Sedan,Lajpat Nagar,Welcome,9.3,22.8,,,,,,,939.0,18.18,4.4,4.5,UPI
2024-01-03,15:35:01,"""CNR8333882""",Cancelled by Driver,"""CID3569278""",Go Sedan,Indirapuram,Noida Sector 62,8.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-05-25,14:52:12,"""CNR3263866""",Incomplete,"""CID9570298""",Go Mini,Ramesh Nagar,Badarpur,3.2,11.0,,,,,1.0,Customer Demand,824.0,6.93,,,Credit Card
2024-02-27,02:06:00,"""CNR7873740""",Completed,"""CID3791820""",Go Sedan,Arjangarh,Govindpuri,4.7,22.5,,,,,,,807.0,3.89,4.6,4.6,Credit Card
2024-08-15,09:13:05,"""CNR9997684""",Completed,"""CID8977748""",Auto,Kherki Daula Toll,Khandsa,3.7,19.5,,,,,,,242.0,33.98,3.5,4.4,UPI
2024-10-16,15:49:05,"""CNR9174958""",No Driver Found,"""CID4462828""",Go Sedan,IFFCO Chowk,Botanical Garden,,,,,,,,,,,,,
2024-05-05,05:24:05,"""CNR6514213""",No Driver Found,"""CID5326625""",Auto,Satguru Ram Singh Marg,Bahadurgarh,,,,,,,,,,,,,
2024-02-01,18:47:17,"""CNR3816029""",Cancelled by Customer,"""CID3656578""",Auto,Jor Bagh,Chanakyapuri,12.8,,1.0,Driver asked to cancel,,,,,,,,,
2024-09-11,12:39:42,"""CNR6738639""",No Driver Found,"""CID4226916""",Premier Sedan,Arjangarh,Maidan Garhi,,,,,,,,,,,,,
2024-10-21,21:19:12,"""CNR4967766""",Completed,"""CID1412182""",Go Mini,RK Puram,Lok Kalyan Marg,7.9,41.7,,,,,,,375.0,19.71,4.1,4.8,UPI
2024-11-19,17:36:56,"""CNR3729081""",Completed,"""CID3998551""",Bike,Noida Sector 62,Malviya Nagar,4.7,42.2,,,,,,,181.0,10.21,4.6,3.7,Cash
2024-01-21,11:43:05,"""CNR1166250""",Completed,"""CID3371762""",Go Mini,Jama Masjid,Vidhan Sabha,3.1,17.0,,,,,,,558.0,7.81,3.7,4.2,UPI
2024-04-22,23:32:58,"""CNR5958164""",Completed,"""CID4768441""",Bike,Vaishali,Vishwavidyalaya,12.3,26.1,,,,,,,303.0,38.79,4.2,4.4,Debit Card
2024-10-01,15:10:53,"""CNR9933141""",Cancelled by Customer,"""CID5267046""",Bike,Saket A Block,RK Puram,16.3,,1.0,Wrong Address,,,,,,,,,
2024-10-08,20:29:38,"""CNR3301568""",Cancelled by Driver,"""CID5425722""",Go Mini,IFFCO Chowk,Mayur Vihar,9.1,,,,1.0,Personal & Car related issues,,,,,,,
2024-04-25,09:13:26,"""CNR8251736""",Cancelled by Customer,"""CID2107214""",Go Sedan,Mansarovar Park,Mandi House,18.8,,1.0,Wrong Address,,,,,,,,,
2024-07-21,09:17:10,"""CNR5768361""",Completed,"""CID2341627""",Bike,Narsinghpur,Hero Honda Chowk,5.8,40.5,,,,,,,1633.0,48.96,4.0,4.6,Credit Card
2024-09-20,06:18:53,"""CNR9485759""",No Driver Found,"""CID8063956""",Go Sedan,Lajpat Nagar,Vaishali,,,,,,,,,,,,,
2024-04-04,20:55:37,"""CNR2091941""",Completed,"""CID1652940""",Auto,Munirka,Shivaji Park,6.3,19.2,,,,,,,1232.0,8.38,4.6,4.8,Cash
2024-12-03,20:15:45,"""CNR6148319""",Completed,"""CID7023150""",Auto,Karkarduma,Pulbangash,9.2,21.5,,,,,,,909.0,24.67,3.7,3.2,UPI
2024-11-18,11:23:52,"""CNR5760575""",Incomplete,"""CID2195517""",Bike,Ashok Vihar,Moolchand,9.6,24.3,,,,,1.0,Vehicle Breakdown,621.0,16.45,,,UPI
2024-08-13,19:27:04,"""CNR5742041""",Cancelled by Driver,"""CID1857394""",Premier Sedan,Chanakyapuri,Vidhan Sabha,3.6,,,,1.0,Customer related issue,,,,,,,
2024-01-31,11:35:38,"""CNR8592126""",Cancelled by Customer,"""CID5842023""",Go Mini,Udyog Vihar,IIT Delhi,18.1,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-02-11,10:06:15,"""CNR3725529""",Completed,"""CID1461744""",Go Mini,Adarsh Nagar,Kanhaiya Nagar,13.6,18.6,,,,,,,85.0,6.1,4.1,3.1,UPI
2024-12-12,18:01:12,"""CNR9194556""",Completed,"""CID9208494""",Bike,Rohini,Botanical Garden,5.9,33.3,,,,,,,745.0,2.59,4.3,4.6,UPI
2024-09-21,09:21:06,"""CNR6488010""",Completed,"""CID7047585""",Go Sedan,Rithala,Hauz Rani,6.3,42.8,,,,,,,310.0,25.46,4.2,5.0,UPI
2024-06-02,17:16:34,"""CNR7854129""",Cancelled by Driver,"""CID7758616""",Uber XL,RK Puram,Hero Honda Chowk,6.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-07-01,18:38:15,"""CNR1560911""",Cancelled by Driver,"""CID2800969""",Auto,Anand Vihar,IFFCO Chowk,9.9,,,,1.0,More than permitted people in there,,,,,,,
2024-02-06,13:06:43,"""CNR7132329""",Completed,"""CID2168932""",Go Mini,Bhiwadi,Kalkaji,5.1,32.4,,,,,,,404.0,44.65,4.2,4.4,UPI
2024-12-06,19:30:46,"""CNR3914490""",Cancelled by Driver,"""CID9107323""",Go Mini,Model Town,Shastri Nagar,9.4,,,,1.0,Customer related issue,,,,,,,
2024-02-27,12:20:55,"""CNR1881080""",No Driver Found,"""CID9765102""",Go Mini,India Gate,Welcome,,,,,,,,,,,,,
2024-05-29,10:00:43,"""CNR7232489""",Completed,"""CID5009671""",Go Mini,Maidan Garhi,New Colony,2.9,28.1,,,,,,,340.0,14.6,4.1,4.6,UPI
2024-08-02,18:42:54,"""CNR7579379""",Cancelled by Driver,"""CID4990856""",Go Sedan,Aya Nagar,Ashram,5.2,,,,1.0,More than permitted people in there,,,,,,,
2024-04-12,17:58:49,"""CNR7685357""",Completed,"""CID6148391""",Auto,Adarsh Nagar,Nirman Vihar,4.3,22.6,,,,,,,97.0,11.47,4.3,3.7,UPI
2024-07-13,20:10:20,"""CNR6825049""",Completed,"""CID4893191""",Auto,Narsinghpur,Faridabad Sector 15,3.7,29.0,,,,,,,336.0,32.76,3.8,4.7,UPI
2024-11-08,17:10:33,"""CNR8921025""",Completed,"""CID3195934""",Go Sedan,Seelampur,AIIMS,7.2,28.1,,,,,,,763.0,46.21,4.4,4.3,Credit Card
2024-04-24,10:02:47,"""CNR6286286""",Completed,"""CID3744266""",Bike,Ramesh Nagar,Tis Hazari,10.7,37.4,,,,,,,374.0,32.78,4.9,4.1,Cash
2024-12-14,06:10:15,"""CNR1658037""",Cancelled by Driver,"""CID2034418""",eBike,Shastri Nagar,Peeragarhi,8.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-05-26,22:42:35,"""CNR6387319""",Completed,"""CID8788463""",Bike,Moolchand,Hero Honda Chowk,2.7,41.8,,,,,,,134.0,43.36,4.7,4.3,UPI
2024-10-08,05:31:57,"""CNR7499185""",No Driver Found,"""CID3373796""",Go Sedan,IFFCO Chowk,DLF Phase 3,,,,,,,,,,,,,
2024-12-03,21:33:34,"""CNR1697947""",Completed,"""CID5159288""",Auto,Huda City Centre,Gurgaon Sector 56,11.0,29.5,,,,,,,370.0,39.37,4.2,4.7,UPI
2024-04-25,22:33:21,"""CNR9744027""",Completed,"""CID6401865""",Premier Sedan,Dwarka Mor,Akshardham,3.8,39.6,,,,,,,338.0,17.68,4.3,4.8,Cash
2024-11-05,10:19:38,"""CNR9283859""",Incomplete,"""CID2475793""",Auto,Karol Bagh,Huda City Centre,9.5,21.2,,,,,1.0,Vehicle Breakdown,468.0,14.51,,,UPI
2024-03-05,18:28:39,"""CNR3716348""",Cancelled by Driver,"""CID9489061""",Bike,Punjabi Bagh,Rohini West,4.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-04-14,11:40:18,"""CNR7559836""",Completed,"""CID8029617""",Auto,Tilak Nagar,Kashmere Gate,6.7,36.6,,,,,,,641.0,7.03,4.7,4.5,Credit Card
2024-01-24,14:21:10,"""CNR4862621""",Completed,"""CID2151220""",Auto,Anand Vihar,Sarai Kale Khan,8.7,23.8,,,,,,,631.0,24.42,4.4,4.3,Cash
2024-11-15,10:40:12,"""CNR9742370""",Cancelled by Driver,"""CID4857355""",Premier Sedan,India Gate,Kanhaiya Nagar,11.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-02-09,09:23:31,"""CNR6409410""",Completed,"""CID9361520""",Go Sedan,Saket A Block,Inderlok,3.0,17.9,,,,,,,902.0,25.85,4.9,4.4,Uber Wallet
2024-06-02,02:57:18,"""CNR5627277""",Completed,"""CID2152821""",Go Mini,Sarojini Nagar,Vinobapuri,14.4,26.0,,,,,,,1137.0,37.62,4.2,4.2,Cash
2024-09-05,15:54:12,"""CNR7087825""",Cancelled by Customer,"""CID7563751""",Uber XL,Maidan Garhi,Greater Noida,6.7,,1.0,AC is not working,,,,,,,,,
2024-05-16,17:16:10,"""CNR3474718""",Completed,"""CID6553205""",Go Mini,IGI Airport,Rohini West,8.8,31.7,,,,,,,176.0,18.9,4.4,4.1,UPI
2024-02-29,13:00:32,"""CNR5664090""",Completed,"""CID5002959""",Go Sedan,Shahdara,Faridabad Sector 15,12.3,35.5,,,,,,,481.0,28.83,4.8,3.8,Cash
2024-08-29,14:43:12,"""CNR8419377""",No Driver Found,"""CID3595496""",eBike,Uttam Nagar,Chhatarpur,,,,,,,,,,,,,
2024-01-02,06:43:01,"""CNR9346271""",Completed,"""CID7836757""",Go Sedan,Sohna Road,Pulbangash,14.8,17.5,,,,,,,410.0,47.17,4.6,4.9,Cash
2024-12-20,17:40:07,"""CNR3314883""",Completed,"""CID8935809""",Go Mini,Kashmere Gate,Hauz Khas,2.1,26.9,,,,,,,404.0,36.92,4.3,4.9,Debit Card
2024-04-02,19:21:18,"""CNR3448688""",Completed,"""CID7619378""",Go Mini,Bhikaji Cama Place,Cyber Hub,9.1,22.4,,,,,,,221.0,16.83,4.6,4.8,Uber Wallet
2024-12-23,16:10:54,"""CNR6735490""",Completed,"""CID7003492""",eBike,Chanakyapuri,Narsinghpur,6.6,35.4,,,,,,,118.0,20.69,3.3,3.6,Cash
2024-10-10,19:27:41,"""CNR7413275""",Completed,"""CID1973015""",Go Mini,Samaypur Badli,Noida Extension,8.0,22.7,,,,,,,353.0,9.84,4.6,4.2,UPI
2024-05-05,11:11:27,"""CNR7436759""",Cancelled by Customer,"""CID8070190""",Go Sedan,AIIMS,Noida Film City,7.9,,1.0,Wrong Address,,,,,,,,,
2024-08-19,19:12:51,"""CNR3738503""",Cancelled by Driver,"""CID9883914""",Auto,Manesar,RK Puram,9.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-17,18:04:12,"""CNR4915035""",Completed,"""CID5391188""",Uber XL,Kadarpur,Noida Extension,14.8,21.9,,,,,,,403.0,26.95,4.9,4.3,Cash
2024-12-24,15:11:54,"""CNR9323062""",Completed,"""CID3182638""",Bike,Saket,Chhatarpur,7.2,28.7,,,,,,,70.0,8.07,4.3,3.0,Credit Card
2024-05-21,11:53:03,"""CNR6378779""",Completed,"""CID8119167""",Bike,DLF City Court,Vatika Chowk,9.6,28.6,,,,,,,676.0,6.36,4.3,4.7,UPI
2024-02-20,18:29:40,"""CNR5146199""",Cancelled by Customer,"""CID7779790""",Go Mini,Sarai Kale Khan,Udyog Bhawan,12.4,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-01-13,06:22:04,"""CNR9101083""",Completed,"""CID8520347""",Go Mini,Uttam Nagar,Jor Bagh,9.5,22.3,,,,,,,820.0,8.82,4.2,4.3,Uber Wallet
2024-03-24,16:41:01,"""CNR2618582""",Completed,"""CID6206403""",Go Mini,Khan Market,Tis Hazari,6.4,27.8,,,,,,,156.0,5.01,5.0,4.9,Credit Card
2024-06-23,06:54:34,"""CNR8619913""",Completed,"""CID1765267""",Go Mini,Aya Nagar,India Gate,8.1,26.5,,,,,,,1393.0,38.34,3.3,4.7,Uber Wallet
2024-02-04,16:00:27,"""CNR5049660""",Completed,"""CID7381349""",Bike,Model Town,Kalkaji,7.7,41.5,,,,,,,992.0,31.68,4.1,4.3,UPI
2024-07-22,22:22:41,"""CNR2836649""",Cancelled by Customer,"""CID4241930""",Bike,RK Puram,INA Market,17.1,,1.0,Driver asked to cancel,,,,,,,,,
2024-11-26,18:25:37,"""CNR2488734""",Completed,"""CID3983288""",eBike,Okhla,Paharganj,6.5,27.4,,,,,,,263.0,42.86,4.5,3.7,Uber Wallet
2024-06-16,11:40:36,"""CNR6751569""",Completed,"""CID6514023""",Auto,AIIMS,South Extension,5.7,27.9,,,,,,,542.0,6.95,5.0,4.4,Cash
2024-03-01,20:29:36,"""CNR1057258""",Completed,"""CID6766261""",Premier Sedan,Palam Vihar,Saidulajab,3.6,20.3,,,,,,,495.0,27.51,4.5,3.8,UPI
2024-08-03,12:37:00,"""CNR2520587""",Completed,"""CID5647520""",Go Sedan,Tughlakabad,Jahangirpuri,9.3,39.6,,,,,,,1456.0,26.6,4.9,4.4,UPI
2024-12-09,09:42:48,"""CNR2428494""",No Driver Found,"""CID4262417""",Auto,Hauz Khas,Ghaziabad,,,,,,,,,,,,,
2024-06-02,16:54:20,"""CNR7469130""",Completed,"""CID7210558""",eBike,Hauz Rani,Adarsh Nagar,2.5,42.4,,,,,,,531.0,28.78,3.9,5.0,UPI
2024-08-12,10:15:24,"""CNR3564472""",No Driver Found,"""CID5712853""",Auto,MG Road,Palam Vihar,,,,,,,,,,,,,
2024-06-09,09:00:34,"""CNR4586671""",Cancelled by Driver,"""CID2753388""",Auto,Gwal Pahari,Okhla,5.0,,,,1.0,Customer related issue,,,,,,,
2024-02-06,13:05:07,"""CNR7154576""",Completed,"""CID5052190""",Go Sedan,Sadar Bazar Gurgaon,Govindpuri,2.6,39.5,,,,,,,141.0,28.25,4.6,3.9,UPI
2024-07-17,11:57:53,"""CNR9826684""",Cancelled by Driver,"""CID4724110""",Auto,MG Road,Ashram,7.7,,,,1.0,Personal & Car related issues,,,,,,,
2024-02-28,22:52:48,"""CNR7737620""",Completed,"""CID9436383""",Go Mini,Mundka,Ghitorni Village,10.2,44.3,,,,,,,517.0,10.59,4.1,4.7,Uber Wallet
2024-02-21,15:19:25,"""CNR1648765""",Completed,"""CID8013924""",Auto,Hero Honda Chowk,Greater Kailash,5.5,17.6,,,,,,,390.0,32.9,4.2,5.0,Uber Wallet
2024-10-02,16:43:40,"""CNR7814674""",Completed,"""CID3627840""",Auto,Keshav Puram,Jahangirpuri,5.3,41.4,,,,,,,910.0,40.61,4.3,3.8,UPI
2024-04-28,13:07:34,"""CNR5730743""",Cancelled by Driver,"""CID7503586""",Go Sedan,Kirti Nagar,Malviya Nagar,9.4,,,,1.0,Customer related issue,,,,,,,
2024-01-18,12:25:16,"""CNR5684693""",No Driver Found,"""CID1982559""",Go Mini,Ashram,Saidulajab,,,,,,,,,,,,,
2024-03-16,21:36:45,"""CNR6008294""",Completed,"""CID4406036""",Go Sedan,Ashok Park Main,Dilshad Garden,12.1,37.5,,,,,,,169.0,19.9,3.7,4.2,Credit Card
2024-08-23,18:37:27,"""CNR1651381""",Completed,"""CID7502846""",Go Sedan,New Delhi Railway Station,IIT Delhi,10.2,44.3,,,,,,,318.0,26.19,4.3,4.3,Cash
2024-05-10,10:31:28,"""CNR4179906""",Cancelled by Customer,"""CID2260618""",Bike,AIIMS,Inderlok,8.6,,1.0,Change of plans,,,,,,,,,
2024-06-08,22:34:07,"""CNR2689570""",Completed,"""CID5242471""",Bike,Uttam Nagar,Subhash Nagar,3.3,29.2,,,,,,,156.0,17.6,3.7,4.1,Cash
2024-03-27,17:35:14,"""CNR9087725""",Completed,"""CID1502507""",Auto,Satguru Ram Singh Marg,Adarsh Nagar,6.0,25.3,,,,,,,432.0,28.57,4.2,4.2,Cash
2024-03-18,16:29:03,"""CNR1022175""",Completed,"""CID6201743""",Auto,Udyog Vihar,Badarpur,9.3,24.6,,,,,,,255.0,3.97,4.5,4.6,UPI
2024-08-12,15:30:12,"""CNR1697413""",Completed,"""CID8203363""",Uber XL,Ashram,Vishwavidyalaya,4.3,22.2,,,,,,,842.0,47.74,4.3,4.6,UPI
2024-12-23,05:08:45,"""CNR7500739""",Completed,"""CID5650358""",Bike,Tis Hazari,GTB Nagar,12.5,22.8,,,,,,,210.0,43.86,4.9,4.6,Debit Card
2024-11-09,22:42:55,"""CNR4005639""",Completed,"""CID6722762""",Go Sedan,Shastri Nagar,Ashok Park Main,14.3,35.8,,,,,,,527.0,16.7,4.9,4.9,Credit Card
2024-06-14,12:33:17,"""CNR5176051""",Cancelled by Customer,"""CID9404772""",Auto,AIIMS,Tilak Nagar,5.4,,1.0,Change of plans,,,,,,,,,
2024-01-06,10:34:20,"""CNR5638289""",Completed,"""CID6552020""",Go Mini,Maidan Garhi,Nirman Vihar,13.3,28.2,,,,,,,1041.0,43.7,3.9,4.9,UPI
2024-05-26,19:29:38,"""CNR9442485""",Completed,"""CID1151947""",Bike,Faridabad Sector 15,Bhikaji Cama Place,10.5,22.1,,,,,,,733.0,48.89,3.8,4.9,Credit Card
2024-04-25,10:28:12,"""CNR8589026""",Completed,"""CID1475858""",Premier Sedan,Mandi House,Tughlakabad,12.9,28.6,,,,,,,389.0,11.13,4.1,4.3,Credit Card
2024-08-13,10:29:36,"""CNR2126878""",Completed,"""CID6501404""",Go Mini,Janakpuri,Anand Vihar,13.9,20.4,,,,,,,470.0,12.92,3.4,4.6,Cash
2024-02-26,21:32:53,"""CNR6129447""",Completed,"""CID7328330""",Go Mini,Ashram,Malviya Nagar,14.7,18.7,,,,,,,211.0,46.34,4.3,4.6,UPI
2024-12-02,00:52:47,"""CNR8435535""",Completed,"""CID6390740""",Auto,DLF City Court,Qutub Minar,3.6,36.6,,,,,,,121.0,48.07,3.9,4.3,UPI
2024-01-05,20:35:07,"""CNR3119180""",Cancelled by Customer,"""CID2751490""",Auto,Anand Vihar,Tis Hazari,18.5,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-06-17,00:07:01,"""CNR1929978""",Cancelled by Driver,"""CID5318133""",Go Mini,Hero Honda Chowk,Ghitorni,4.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-02,14:13:53,"""CNR7149289""",Completed,"""CID2607906""",Premier Sedan,New Delhi Railway Station,Rohini West,8.8,33.1,,,,,,,1350.0,24.97,4.7,3.1,Cash
2024-02-07,17:20:16,"""CNR2192446""",Cancelled by Driver,"""CID5952543""",Go Sedan,Gurgaon Sector 56,Moti Nagar,6.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-03,14:43:55,"""CNR4730809""",Incomplete,"""CID6841647""",Go Mini,Badarpur,Kalkaji,6.6,16.7,,,,,1.0,Customer Demand,237.0,5.62,,,Uber Wallet
2024-09-26,06:00:53,"""CNR5473595""",Cancelled by Driver,"""CID2774380""",Auto,Noida Film City,Chhatarpur,6.4,,,,1.0,More than permitted people in there,,,,,,,
2024-06-05,16:13:55,"""CNR1060360""",Completed,"""CID7783988""",Bike,Peeragarhi,Dwarka Sector 21,9.9,17.3,,,,,,,585.0,14.38,4.7,3.9,Credit Card
2024-12-26,07:59:34,"""CNR9727780""",Incomplete,"""CID3665667""",Auto,Hauz Khas,Karkarduma,4.3,23.1,,,,,1.0,Other Issue,118.0,13.22,,,UPI
2024-02-18,16:34:40,"""CNR8782487""",Completed,"""CID9727627""",Auto,Gurgaon Sector 29,IMT Manesar,8.7,29.6,,,,,,,796.0,37.78,4.4,4.9,Debit Card
2024-05-02,19:49:32,"""CNR9233907""",Completed,"""CID3241158""",Bike,New Colony,Bhikaji Cama Place,5.6,37.5,,,,,,,283.0,31.83,4.4,4.9,Cash
2024-08-07,17:14:13,"""CNR9699039""",Cancelled by Driver,"""CID4999851""",Bike,Netaji Subhash Place,Chandni Chowk,7.9,,,,1.0,More than permitted people in there,,,,,,,
2024-01-05,11:25:21,"""CNR8319917""",No Driver Found,"""CID9765897""",Uber XL,Vaishali,New Delhi Railway Station,,,,,,,,,,,,,
2024-08-25,07:02:06,"""CNR8409073""",Completed,"""CID2658212""",Premier Sedan,Rithala,Moolchand,4.3,36.8,,,,,,,121.0,3.42,4.1,5.0,Cash
2024-01-30,20:29:11,"""CNR7080165""",Completed,"""CID9669996""",Go Mini,Rithala,Ashram,13.2,27.3,,,,,,,947.0,16.59,4.1,4.3,Uber Wallet
2024-06-19,07:05:14,"""CNR1254528""",Completed,"""CID7359574""",Premier Sedan,Vishwavidyalaya,Hauz Khas,6.4,26.7,,,,,,,882.0,24.21,4.6,4.2,UPI
2024-10-16,17:47:33,"""CNR3809155""",Completed,"""CID5926647""",Go Mini,Sushant Lok,Narsinghpur,3.9,16.6,,,,,,,727.0,14.09,4.3,4.2,UPI
2024-04-18,16:43:27,"""CNR1853288""",No Driver Found,"""CID7985405""",Premier Sedan,Yamuna Bank,Noida Sector 18,,,,,,,,,,,,,
2024-02-18,08:17:08,"""CNR8956451""",Cancelled by Customer,"""CID1953174""",Auto,Dwarka Sector 21,Karol Bagh,16.6,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-06-23,06:33:06,"""CNR8954314""",Cancelled by Driver,"""CID2924405""",Premier Sedan,Rohini East,Patel Chowk,8.7,,,,1.0,More than permitted people in there,,,,,,,
2024-08-06,14:50:40,"""CNR5760434""",Cancelled by Driver,"""CID2350931""",Premier Sedan,Narsinghpur,Inderlok,10.2,,,,1.0,Customer related issue,,,,,,,
2024-04-17,18:02:32,"""CNR7366482""",Completed,"""CID3134415""",eBike,Anand Vihar,Khan Market,10.5,36.1,,,,,,,679.0,36.88,5.0,4.5,UPI
2024-10-31,10:05:13,"""CNR6474862""",Cancelled by Driver,"""CID7579805""",Bike,Rohini West,Rohini,11.4,,,,1.0,Customer related issue,,,,,,,
2024-09-03,06:05:15,"""CNR5342137""",Incomplete,"""CID3277041""",Auto,Karkarduma,Kashmere Gate ISBT,9.1,23.2,,,,,1.0,Customer Demand,978.0,9.19,,,Credit Card
